full_name,county,state,state_abr,population_19,unemp_19%,nohealth_ins%,poverty_rate%,SNAP_recieved%,no_homecomp%,no_homeinternet%,home_havebroad%,broadProviders_num,broad_avail,broad_cost,population_bbn,Lowestpricepermonth_bbn,wired_bbn,provide_bbn,all25_bbn,downave_bbn,access_bbn,slowfrac_bbn
"Montgomery County, Georgia",Montgomery,Georgia,GA,9172,5.3,15,20.7,20.7,19.6,27.1,72.3,2,37,114.63,25019,25,7.608377633,14.89024342,8.316279627,40.23551261,74.12970143,0.336744075
"Morgan County, Georgia",Morgan,Georgia,GA,19276,3.1,11.8,10.5,14.3,13.6,25.7,73.9,4,45.4,60,22696,35,5.295558689,11.29555869,7.161966866,86.59836094,76.2234755,0.10741981
"Murray County, Georgia",Murray,Georgia,GA,40096,5,16.9,15.4,16.1,16.4,24.4,75,5,98,69.99,37135,55,7.519456039,14.32723845,6.807782416,61.85466837,98.61556483,0.096108792
"Muscogee County, Georgia",Muscogee,Georgia,GA,195769,4.5,12.9,21.1,18.9,14.1,24.7,75.1,7,99.2,89.97,183746,35,8.094891862,14.32499211,9.580551413,102.2289236,99.35686219,0.163111034
"Newton County, Georgia",Newton,Georgia,GA,111744,3.9,12.3,17.9,19.2,9.1,17.5,82.4,6,97.3,62.99,98178,35,7.233657235,12.23365723,8.876785023,68.36233413,98.91308643,0.000162969
"Oconee County, Georgia",Oconee,Georgia,GA,40280,2.5,6.8,5.9,4.5,6.1,13.7,85.9,6,92,67.5,32518,35,6,11.68189926,7.842887016,50.85920721,97.27240298,0.157112984
"Oglethorpe County, Georgia",Oglethorpe,Georgia,GA,15259,3.2,12.1,15.1,14.6,24.1,34.7,64.6,5,73.7,55.22,9139,55,4.89079768,10.13951198,5.326950432,17.04564504,77.63409563,0.842433527
"Paulding County, Georgia",Paulding,Georgia,GA,168667,2.9,10.9,9.4,9.3,6.7,15,84.7,5,99.3,60.82,101795,35,6.008350115,12.23101331,7.77938995,102.1029122,100,0
"Peach County, Georgia",Peach,Georgia,GA,27546,4.1,13.5,21.5,22.7,18.5,26.7,73,7,84.6,68.66,37430,55,10.01399947,17.53499866,9.520999199,23.47163879,90.40900347,0
"Pickens County, Georgia",Pickens,Georgia,GA,32591,3,11.2,9.6,11.7,12.1,16.6,83.4,7,91.6,68.98,28268,66.95,8.954966747,14.91785765,9.954966747,19.19344418,91.13216358,0.251981039
"Pierce County, Georgia",Pierce,Georgia,GA,19465,3.4,16.5,21.7,18.1,17.5,35.5,64.3,4,73.8,55,17778,25,5,11,5.17116661,22.01953651,83.57666779,0.17116661
"Pike County, Georgia",Pike,Georgia,GA,18962,3,13.1,13.1,12.7,13.5,25.8,73.6,7,31.2,67.5,18508,35,4.238059218,11.23805922,5.791009293,41.0334812,72.62502702,0.519072833
"Polk County, Georgia",Polk,Georgia,GA,42613,3.6,15.3,17.9,19.6,14.9,26.8,72.6,6,93.9,67.5,47471,35,6.288660445,14.09030777,9.314634198,60.69263719,99.18948411,0.099176339
"Pulaski County, Georgia",Pulaski,Georgia,GA,11137,3.8,15.2,25.9,21.2,21.2,34.2,65.2,1,72.9,59.99,12998,,4,10,5,42.94,73,0
"Putnam County, Georgia",Putnam,Georgia,GA,22119,4.3,13.8,16,12.9,11.9,26.3,73.6,9,86.7,59.28,20039,35,11,17,12,161.94,95,0
"Quitman County, Georgia",Quitman,Georgia,GA,2299,5,21.8,22.7,31.3,32.2,46.6,52.9,2,65.5,65,,,,,,,,
"Rabun County, Georgia",Rabun,Georgia,GA,17137,3.5,18.4,19.4,14.7,21.6,29.5,69.8,4,89.5,79.99,14871,59.95,4.968663842,9.842445027,6.968663842,20.04818708,90.91016072,0.504808016
"Randolph County, Georgia",Randolph,Georgia,GA,6778,4.8,16.2,37,30.2,23.1,29.5,69.1,2,82.7,79.99,7803,69.99,3.526720492,8.467640651,5.526720492,9.514052288,82.64910932,0.792900167
"Richmond County, Georgia",Richmond,Georgia,GA,202518,4.5,13.6,23.4,21.1,15.4,27.4,72.2,6,94.9,66.66,184114,35,6.619268497,11.84941938,8.586354107,68.12942823,98.75706899,0.105776856
"Rockdale County, Georgia",Rockdale,Georgia,GA,90896,3.8,13.6,15.2,12.6,6.9,20.5,79.2,6,99.3,62.99,83685,35,6.699073908,11.69907391,7.674278545,92.54025811,99.09722172,0
"Schley County, Georgia",Schley,Georgia,GA,5257,3.9,16.7,21.3,24.7,19.1,30,69.8,2,78,70,4962,69.99,7,13,7,50.09,80,0
"Screven County, Georgia",Screven,Georgia,GA,13966,5.4,14.1,22.3,20.2,23.2,30.5,69.3,2,98.6,79.99,13957,79.99,4,10.70831841,6,32.29044637,99.0972272,0.097227198
"Seminole County, Georgia",Seminole,Georgia,GA,8090,4.4,16.2,24.4,19.5,26.5,35.9,63.5,2,77.7,59.99,7871,69.99,3,9,5,27.38,82,0
"Spalding County, Georgia",Spalding,Georgia,GA,66703,4,15.5,21.6,19.6,19.4,33.1,66.7,6,95.9,67.5,62021,35,5.40360523,11.40271843,7.40360523,59.55503942,98.40803921,0.000886796
"Stephens County, Georgia",Stephens,Georgia,GA,25925,3.9,15.5,16.2,22.3,18.2,29.8,69.1,5,92.7,79.97,30059,59.95,7.313583286,12.31358329,9.313583286,26.98615989,91.60973419,0.26045444
"Stewart County, Georgia",Stewart,Georgia,GA,6621,4.2,16.4,37,23.3,30.6,43.8,56,2,65.6,70,2562,69.99,3.707259953,10.51209992,2.902419984,28.94482436,51.43793911,0.097580016
"Sumter County, Georgia",Sumter,Georgia,GA,29524,4.8,12.4,27.8,23.6,17.3,32.9,66.2,2,77.1,66,31394,44.95,5.563483468,12.51143531,3.90119131,54.74485316,81.06386571,0.140090463
"Talbot County, Georgia",Talbot,Georgia,GA,6195,4.5,15.8,19.1,16.9,30.3,46.5,52.9,4,86.1,90.47,1154,69.99,4,9,5,2.05,79,1
"Taliaferro County, Georgia",Taliaferro,Georgia,GA,1537,4.9,13.2,28,24.8,36.6,57.2,42.5,2,91.4,45.95,1767,59.99,3,8,3,7.45,93,0
"Tattnall County, Georgia",Tattnall,Georgia,GA,25286,3.8,13.5,22.5,20.9,16.9,30.3,69.5,4,71.6,56.99,27408,40,6.618323117,13.08767513,7.440929656,26.48458954,77.3025394,0.176627262
"Taylor County, Georgia",Taylor,Georgia,GA,8020,4,19,26.3,24.8,27.9,41.3,58.5,4,86.2,203.89,7987,,4.616376612,10.61637661,5.616376612,21.83021034,87.15087016,0
"Telfair County, Georgia",Telfair,Georgia,GA,15860,9.5,11.4,28.2,20.8,60,74.1,25.7,2,77.8,114.63,5148,69.99,3.304778555,7.73970474,3.806915307,21.7451049,59.78593629,0.565073815
"Terrell County, Georgia",Terrell,Georgia,GA,8531,5,18.3,31.9,29.6,19.9,27.6,71.7,2,76.3,60,8357,69.99,5,12,5,25.04,81,0
"Thomas County, Georgia",Thomas,Georgia,GA,44451,4,15.8,20.8,20.1,15.3,22.4,77.3,5,89.6,61.98,48789,35,7.791797331,13.79179733,7.534505729,36.48266863,87.00684581,0.297259628
"Tift County, Georgia",Tift,Georgia,GA,40644,3.4,19.3,24.7,14.5,27.7,35.3,64.1,6,87.3,83.46,39786,25,7.866963253,13.86696325,7.184487005,56.35492812,88.72897502,0.090232745
"Toombs County, Georgia",Toombs,Georgia,GA,26830,4.9,16.6,23.7,24.6,24.8,32.9,66.7,5,60,96.3,12013,50,7.974028136,15.96969949,6.982685424,51.63663281,41.05627237,0.004328644
"Towns County, Georgia",Towns,Georgia,GA,12037,4.8,10.9,15.8,10.4,20.3,27.1,72.5,3,95.9,61.47,11063,42.95,4,9,6,30.2714318,98.4128175,0
"Treutlen County, Georgia",Treutlen,Georgia,GA,6901,5.3,19.9,21.2,23.4,30.6,41,59,2,13.4,141.94,6424,34.95,4,12,6,6.41,13,0
"Troup County, Georgia",Troup,Georgia,GA,69922,3.2,12.7,20.5,17.7,16.9,28.3,71.4,6,91.8,62.99,69193,35,6.501654792,11.73293541,8.401933722,81.96355498,97.21763762,0.231280621
"Turner County, Georgia",Turner,Georgia,GA,7985,3.8,15,35.3,26.2,28.6,34.7,65.3,2,75.6,114.63,9659,34.95,4.756703593,10.64209546,5.656175588,9.94923284,72.80039342,1
"Twiggs County, Georgia",Twiggs,Georgia,GA,8120,5.4,14.1,26.1,19.2,34.5,44.9,53.4,3,38,93.71,14013,44.95,5.846071505,11.85934489,5.159566117,18.53598087,62.11175337,0.530721473
"Union County, Georgia",Union,Georgia,GA,24511,3.1,12.5,14.4,9.3,13.3,25.9,73.4,6,93.5,64.72,20750,42.95,6.878554217,12.81783133,7.939277108,28.33716145,95.63566265,0.060722892
"Upson County, Georgia",Upson,Georgia,GA,26320,3.6,13.3,22.3,16.5,20.4,34.3,65.5,4,93,65,25499,69.99,4.051060826,11.05106083,5.865759442,42.87731911,93.25608847,0.078787403
"Walker County, Georgia",Walker,Georgia,GA,69761,3.6,13.2,17.7,13,16.7,26.3,73.3,8,95.7,63.48,79728,35,7.664960867,14.12422236,7.923351896,74.63828994,97.60347682,0.179899157
"Walton County, Georgia",Walton,Georgia,GA,94593,3.1,11.2,12.9,11.6,9.6,19.4,80.1,7,90.1,73.99,107990,35,6.582072414,11.58207241,8.582072414,81.0344243,94.83472544,0.085841282
"Ware County, Georgia",Ware,Georgia,GA,35734,3.7,15.4,23.7,19.6,16,33.6,66.2,4,83,77.69,38404,25,8.206957609,14.75679617,8.732527862,52.37250807,87.18466826,0.04457869
"Warren County, Georgia",Warren,Georgia,GA,5254,4.5,13.6,26.3,23.5,32,56.6,43,0,0,,5250,,2.168,9,2,51.68592,0,0.168
"Washington County, Georgia",Washington,Georgia,GA,20374,4.1,12,26.6,26.1,23.5,39,60.7,3,68.8,65,21766,55,4.111182578,9.748966278,5.379399063,42.16384499,67.4674722,0.299549757
"Wayne County, Georgia",Wayne,Georgia,GA,29927,4,17.8,19.6,19.8,18,32.1,67.7,3,80.1,69.99,29938,69.99,4.539748814,10.81014096,4.729607856,55.32378482,82.13942147,0.461119647
"Webster County, Georgia",Webster,Georgia,GA,2607,5,11.6,25.3,23.5,24.2,40,55.7,1,46.9,60,1838,,2,8,3,5.13,63,1
"Wheeler County, Georgia",Wheeler,Georgia,GA,7855,7.5,16.7,26.8,20.2,61.7,66.6,32.3,3,46.7,73.31,7137,79.95,4,9,3.612442203,13.13360235,51.68432114,0.387557797
"White County, Georgia",White,Georgia,GA,30798,2.6,12.5,13.8,11.3,17.4,27.7,71.6,5,84.4,70,27297,55,4.6616478,11.4924717,7.4924717,62.93181558,94.22042715,0.034289482
"Whitfield County, Georgia",Whitfield,Georgia,GA,104628,4.4,17.5,17.8,11.5,16.9,22.2,76.9,3,100,59.15,105421,43.95,5.914523672,11.85063697,7.279707079,37.88981854,99.82745373,0.236432969
"Wilcox County, Georgia",Wilcox,Georgia,GA,8635,4.5,16.6,22,15.7,36.9,48.6,50.7,1,62.7,59.99,9739,79.99,2.233186159,6.874833145,4.110072903,17.88217579,62.19108738,0.505493377
"Wilkes County, Georgia",Wilkes,Georgia,GA,9777,4.5,15.6,23.9,19.5,40.4,55.8,43.9,1,100,62.97,11012,59.99,2.825281511,7.10815474,3.717126771,50.75192336,98.9184526,0.10815474
"Wilkinson County, Georgia",Wilkinson,Georgia,GA,8954,3.8,9.9,25,16.2,31,43.4,55,2,60.5,69.99,4550,,3.846593407,9.479340659,3.367252747,10.89712747,65.59230769,1
"Worth County, Georgia",Worth,Georgia,GA,20247,3.9,17.6,20.8,23.5,18.4,28.5,70.9,4,72.6,99.21,17085,34.95,5.169271291,11.16927129,4.071817384,50.98233011,83.1332748,0.27690957
"Hawaii County, Hawaii",Hawaii,Hawaii,HI,201513,3.4,5.2,16.6,19.4,14,24,75.2,2,88.6,46.63,183171,54.99,3.968297383,10.31017465,3.527872862,46.67063411,92.97417168,0.566055762
"Honolulu County, Hawaii",Honolulu,Hawaii,HI,974563,2.6,3.6,8.7,9.7,9,14.4,85.3,2,99,46.63,950072,54.99,3.33660712,9.33660712,3.241941663,67.55923237,99.00725629,1
"Kalawao County, Hawaii",Kalawao,Hawaii,HI,86,,2.9,10.6,2.1,23.4,40.4,59.6,1,5.6,69.99,,,,,,,,
"Kauai County, Hawaii",Kauai,Hawaii,HI,72293,2.7,4.9,8.5,9.5,11.3,17.2,81.4,2,92.7,46.63,66916,54.99,3.015706259,8.015706259,2.909677805,62.47622557,92.95920258,0.340650965
"Maui County, Hawaii",Maui,Hawaii,HI,167417,2.6,5.1,9.7,9.9,10,16.7,83,3,95.2,46.63,154834,54.99,3.676311404,10.59635481,4.38894558,72.29366709,100,0.217994756
"Ada County, Idaho",Ada,Idaho,ID,481587,2.5,8.3,11,7.5,7.9,18.3,81.2,6,79.8,63.7,394692,39.95,4.42834666,15.14385394,7.488205994,55.14611388,99.74242954,0.75390431
"Adams County, Idaho",Adams,Idaho,ID,4294,6.8,16.6,11.4,6.8,17,29.6,69,4,65.4,69.95,3940,55,2.48857868,8.368781726,3.575634518,58.8615,51.38857868,0.087055838
"Bannock County, Idaho",Bannock,Idaho,ID,87808,2.8,8.9,17,14.2,8.4,16.7,82.7,6,68.4,63.96,84855,55,3.859277591,14.56076837,7.666690236,53.93775393,91.6712156,0.094537741
"Bear Lake County, Idaho",Bear Lake,Idaho,ID,6125,2.9,6.3,16.9,7.1,13.2,17.2,82,3,76.4,77.48,4605,59.95,2.969815418,8.86102063,2.969815418,17.35836265,5.978718784,0.214549403
"Benewah County, Idaho",Benewah,Idaho,ID,9298,5.2,12.7,16.7,14,17.7,31.7,67.6,5,76.3,79.95,9444,69.99,1.953939009,12.42609064,4.272765777,16.21013554,28.58566285,0.326556544
"Bingham County, Idaho",Bingham,Idaho,ID,46811,2.7,11,12.5,11.9,10.5,18,81,8,81.3,65.05,43377,55,3.004887383,12.51635659,5.750005763,38.59760403,99.94755285,0.377066187
"Blaine County, Idaho",Blaine,Idaho,ID,23021,2.6,14.1,14,5.7,7.8,14.3,85.5,8,98.9,64.02,21252,55,2.676406926,8.676406926,5.402550348,76.28384434,94.15814982,0.224120083
"Boise County, Idaho",Boise,Idaho,ID,7831,4.3,10.1,13.1,9.3,11.5,23.2,75.3,9,89.6,61.38,4791,55,1.359215195,8.158630766,3.71843039,6.203034857,32.60050094,1
"Bonner County, Idaho",Bonner,Idaho,ID,45739,4.2,11.6,14.7,9.8,13.5,24.7,74.5,7,96.6,65.52,37008,69.95,2.809554691,13.14283398,8.181312149,21.20936203,100,0.538586252
"Bonneville County, Idaho",Bonneville,Idaho,ID,119062,2.4,8.7,12.1,12.3,7.3,13.5,85.8,8,75.1,61.85,102339,55,5.569333294,14.55134406,7.718220815,57.0820522,99.73321998,0.163163603
"Boundary County, Idaho",Boundary,Idaho,ID,12245,4.4,19.2,16.8,11.7,12.6,24.7,73.9,5,77.4,76.45,9156,,3.436762779,11.24901704,7.249017038,6.415317824,99.18774574,1
"Butte County, Idaho",Butte,Idaho,ID,2597,2.6,12.4,16.2,7.5,15.5,25.6,72,7,81.8,66.85,3215,,2.888646967,8.777293935,3,12.46498289,32.91477449,0.488646967
"Camas County, Idaho",Camas,Idaho,ID,1106,2.7,12.9,23.3,6.4,18.2,35,65,4,80.2,78.62,1003,109,1,6.032901296,3,4.649361914,98.34197408,1
"Canyon County, Idaho",Canyon,Idaho,ID,229849,3.2,14.7,15.2,15.6,10.3,21.4,77.7,8,85.6,78.11,191338,48.5,3.778778915,14.89590149,6.29654329,60.83994314,99.82547116,0.132880034
"Caribou County, Idaho",Caribou,Idaho,ID,7155,2.7,7.8,8.5,7.2,8.1,15.2,83.7,6,93.3,63.7,6077,,4.022544018,10.02254402,4.348362679,26.56484614,56.56360046,0
"Cassia County, Idaho",Cassia,Idaho,ID,24030,2.4,15.7,14.3,11.5,8.4,17,82.9,7,78.6,59.39,22552,55,5.34994679,15.08651117,5.524521107,15.34763081,98.17306669,0.236165307
"Clark County, Idaho",Clark,Idaho,ID,845,3.7,27.4,19.7,25.9,22.3,37,61.3,6,94.2,67.97,860,104.9,3,8,3,11.02,96,0
"Clearwater County, Idaho",Clearwater,Idaho,ID,8756,6.8,11.1,13.4,9.3,17,27.6,70.2,4,74.6,72.15,10042,60,1.869647481,8.557060347,2.334893448,9.635010954,12.45698068,0.393347939
"Custer County, Idaho",Custer,Idaho,ID,4315,4.2,11.8,20.6,6.5,13.3,20.6,76,6,69.7,84.95,3787,54,2.147346184,7.486136784,3.85767098,12.63143121,68.66622656,0.338790599
"Elmore County, Idaho",Elmore,Idaho,ID,27511,3.3,11.8,13.8,12.2,11.4,20.7,78.8,4,83.4,77.72,26704,59.95,3.513556022,11.76437987,4.634811264,56.1840361,82.12616087,0.221502397
"Franklin County, Idaho",Franklin,Idaho,ID,13876,2.3,10.4,11.8,4.4,9.5,16.3,82.8,9,85.5,77.09,12781,79.99,3.538377279,12.87520538,3.579219153,13.19705422,12.00938894,0.275643533
"Fremont County, Idaho",Fremont,Idaho,ID,13099,2.3,10.7,12.7,8.2,13.2,21.7,76.8,7,71.4,62.1,12594,55,3.43377799,12.73701763,5.752659997,8.777188344,95.26266476,1
"Gem County, Idaho",Gem,Idaho,ID,18112,3.3,17,18.3,13.4,13.5,23.3,75.1,10,96.1,56.97,15975,48.5,3.896150235,14.86153365,5.896150235,10.69476244,95.64219092,0.034616588
"Gooding County, Idaho",Gooding,Idaho,ID,15179,2.6,16.6,15.9,9,14.8,27.3,71.9,4,70.1,75.37,15263,55,2.373517657,12.37351766,4.941164909,22.30195243,98.27858219,0.412959444
"Idaho County, Idaho",Idaho,Idaho,ID,16667,4.5,10.9,14.6,8.9,19.3,30.6,67.4,7,94.5,68.83,16169,55,1.919042612,9.298781619,5.062650751,11.575586,91.21349496,1
"Jefferson County, Idaho",Jefferson,Idaho,ID,29871,2.3,9.6,7.7,9.3,6.5,14.9,83.7,4,80.7,79.95,25586,55,3.530250918,12.34468068,6.267998124,15.66449347,91.41768936,0.247635426
"Jerome County, Idaho",Jerome,Idaho,ID,24412,2.6,19.7,18,12.4,14.6,26.7,72,2,86.4,72.48,22540,55,2.836912156,12.71455191,4.796007098,63.59922715,100,0.122360248
"Kootenai County, Idaho",Kootenai,Idaho,ID,165697,3.6,10.3,12.1,10.5,9.4,17.5,82.1,5,77.9,57.48,140127,55,2.977641711,13.21990052,6.825736653,60.4774137,99.58117279,0.203429746
"Latah County, Idaho",Latah,Idaho,ID,40108,2.7,6.9,20.6,8,6.3,16.7,82.5,6,95.6,67,37069,66.95,4.188756103,12.19943888,5.163559848,31.35699102,79.72130352,0.289433219
"Lemhi County, Idaho",Lemhi,Idaho,ID,8027,4.8,12.5,13.1,6.3,15.1,21.4,77.5,3,90.9,77.71,7007,54,3.684458399,10.54031683,5.579277865,5.717842158,59.95290424,1
"Lewis County, Idaho",Lewis,Idaho,ID,3838,5.5,14.5,14.2,11.6,22.4,35.6,63.2,8,98.1,56.3,1593,60,1,9.926553672,4.403013183,18.70222222,34.26177024,0.52354049
"Lincoln County, Idaho",Lincoln,Idaho,ID,5366,3.6,22.2,13.4,10.5,18,31.8,66.9,3,77.8,105.95,5180,55,1.642857143,11.02779923,4.285714286,21.39678378,98.12702703,0.794980695
"Madison County, Idaho",Madison,Idaho,ID,39907,1.8,7.2,30.5,12.4,4.1,23.7,75.8,10,80.2,55.59,37921,55,5.019276918,14.88660637,6.996598191,32.08626513,100,0.087313098
"Minidoka County, Idaho",Minidoka,Idaho,ID,21039,2.5,19.6,19.3,9.7,10.6,18.8,80.4,4,88.1,89.95,20477,55,4.241783464,14.4008888,4.642672266,24.79367241,99.52268399,0.159105338
"Nez Perce County, Idaho",Nez Perce,Idaho,ID,40408,2.8,10.3,14.6,12.7,12,21,77.9,3,60.4,49.98,37893,55,2.845538754,10.85886575,5.723326208,73.81956509,88.18446679,0.096666931
"Oneida County, Idaho",Oneida,Idaho,ID,4531,2.3,7.4,13,7.8,7.9,15.1,83.8,7,74.4,71.17,4234,59.95,4,12.90552669,4,17.45259802,81.09305621,0.018894662
"Owyhee County, Idaho",Owyhee,Idaho,ID,11823,3.4,23.9,21.1,15.9,21.4,30.4,66.8,4,88.2,94.15,9586,55,1.795848112,12.11934071,3.591696224,5.194001669,79.58481118,1
"Payette County, Idaho",Payette,Idaho,ID,23951,3.6,12.9,13.6,13.2,14.4,25.9,73.1,6,76,55.83,21479,48.5,4.335257694,16.46003073,7.584803762,62.08452116,95.75394571,0
"Power County, Idaho",Power,Idaho,ID,7681,3.1,15.3,9.6,14.5,10.3,20.7,79.3,7,84.7,71.95,7042,55,6.640017041,14.3748935,5.734876456,11.56255609,94.92047714,0.094859415
"Shoshone County, Idaho",Shoshone,Idaho,ID,12882,5.9,16.6,17.3,19.8,14.7,30.2,69.5,7,84.6,64.95,10873,,1.975719673,7.537018302,2.931205739,15.98737331,49.71746528,1
"Teton County, Idaho",Teton,Idaho,ID,12142,2.2,9.4,6.1,1.8,9.2,15.6,84.4,4,88.8,67.45,10136,109,2.490331492,11.39522494,4.962115233,13.26572021,86.26775848,0.509668508
"Twin Falls County, Idaho",Twin Falls,Idaho,ID,86878,2.8,11.7,14.8,10.3,10.4,18.8,80.5,8,88.9,65.23,76858,55,5.774909573,16.44651175,6.516315803,51.82419605,99.64922324,0.32329751
"Valley County, Idaho",Valley,Idaho,ID,11392,3.9,14.7,10,10,6.2,17.4,81.6,5,69.9,79.95,9927,55,2.841744737,9.088848595,3.594640878,32.51623451,55.31348847,0.247103858
"Washington County, Idaho",Washington,Idaho,ID,10194,4.2,15.1,15.7,14.7,16.9,30.8,67.8,6,89.2,67,10165,55,3.844367929,14.12877521,5.688735858,11.24499852,87.34736842,0.155632071
"Adams County, Illinois",Adams,Illinois,IL,65435,3.4,4.7,12.1,13.6,16.3,23.6,75.8,4,75.6,73.28,66725,35,5.351487448,13.69814912,4.910843012,141.8605055,89.88665418,0.223529412
"Alexander County, Illinois",Alexander,Illinois,IL,5761,6.2,6.8,30.2,24.7,43.7,51.4,47.9,4,73.9,70.37,5988,55,1.403473614,8.755845023,4.051102204,4.893595524,71.06195725,1
"Bond County, Illinois",Bond,Illinois,IL,16426,3.8,6.1,14.5,10.3,16.9,24.3,75,2,37.5,87.45,18555,55,4.628186473,16.08019402,5.867744543,13.42434115,99.61277284,0.441929399
"Boone County, Illinois",Boone,Illinois,IL,53544,5.6,6.3,11,13,9.1,14.9,84.6,7,81,85.95,51941,69.99,4.316936524,14.30211201,5.916251131,36.91603781,97.17042414,0.12464142
"Brown County, Illinois",Brown,Illinois,IL,6578,2.4,5.9,10,11.1,21.4,27.9,71.1,11,86.1,56.46,6902,49.95,3.816719791,12.68690235,4.763257027,95.66494639,48.5491162,0.053462764
"Bureau County, Illinois",Bureau,Illinois,IL,32628,4.6,4.9,12.6,12.5,14.5,22.7,76.8,7,86.3,64.97,29445,55,2.73241637,14.97157412,4.380404143,55.06383936,88.06941756,0.33869927
"Calhoun County, Illinois",Calhoun,Illinois,IL,4739,4.8,2.9,12.8,12.5,24.2,32.7,66.8,5,77.9,74,4146,,1.375060299,9.337192475,2.834298119,9.573605885,38.97539797,0.866859624
"Carroll County, Illinois",Carroll,Illinois,IL,14305,4.1,6.1,11.1,10.1,15,22.1,77.4,9,96.4,69.96,15866,69.95,2.561830329,12.09347031,4.119059624,17.65472268,72.80114711,1
"Cass County, Illinois",Cass,Illinois,IL,12147,4.1,7.1,13.5,13.3,15.2,25.9,73.3,8,84.4,65.27,14355,59.95,4.98014629,13.3621038,4.24332985,21.30874887,77.38258447,0.445837687
"Champaign County, Illinois",Champaign,Illinois,IL,209689,3.8,4.8,20.9,9.6,7.8,18.1,81.6,4,61.2,111.95,197065,35,7.34164362,16.63864715,9.881267602,85.34531693,97.25970619,0.228980286
"Christian County, Illinois",Christian,Illinois,IL,32304,4.8,4.9,13,15.2,15.4,22.4,76.5,9,70.6,70.84,29805,39.95,4.030229827,12.25703741,5.463378628,58.16042946,88.36654924,0.451266566
"Clark County, Illinois",Clark,Illinois,IL,15441,4.5,5.5,12.6,13.6,15.2,30.1,69.7,5,91.9,77.48,11610,69.99,3.609474591,12.94582257,4.482428941,59.40234453,68.48880276,0.290008613
"Clay County, Illinois",Clay,Illinois,IL,13184,4.5,7.9,16,14.9,15.3,24,75.6,11,97.9,66.76,13072,54.95,4.402004284,11.66003672,5.173959608,66.32476591,93.36398409,0.134715422
"Clinton County, Illinois",Clinton,Illinois,IL,37562,3.1,4.8,9,9.3,17.5,24.2,74.9,7,77.1,60.49,27072,35,3.593860816,14.14025561,4.892545804,45.31863143,100,0.447953605
"Coles County, Illinois",Coles,Illinois,IL,50621,4,6.3,21.5,18.1,13,22.8,77,2,70.4,70.5,50663,48.79,3.479758404,12.45378284,4.974577108,36.76117739,86.10962635,0.0525038
"Cook County, Illinois",Cook,Illinois,IL,5150233,3.8,9.5,15.1,15.1,12.4,20.7,78.9,4,84.2,64.95,5137702,29,5.730882212,13.70952091,9.338560508,95.54814415,99.87024432,1
"Crawford County, Illinois",Crawford,Illinois,IL,18667,4.3,6.3,11.6,15.3,15.3,25.2,73.2,5,83.4,75.79,19896,55,3.898321271,12.40450342,3.520506634,32.32841928,68.5741355,0.423652996
"Cumberland County, Illinois",Cumberland,Illinois,IL,10766,3.4,4.7,14,11.7,17.7,25.5,73.9,5,81.3,58,14738,69.99,2.840276835,12.70749084,3.435337224,53.18432623,58.98337631,0.29250916
"DeKalb County, Illinois",DeKalb,Illinois,IL,104897,4.1,5.9,16.5,13,7.2,13.5,86.2,3,88.8,77.11,106105,44.99,3.87734791,20.86515244,7.845841384,58.46548721,94.20869893,0.358069836
"De Witt County, Illinois",De Witt,Illinois,IL,15638,4.3,4.8,11,11.8,13.4,22,77.7,5,86.2,77.45,15903,69.95,2.629755392,11.50405584,3.922090172,22.51328995,85.03056027,0.370244608
"Douglas County, Illinois",Douglas,Illinois,IL,19465,3.6,14.5,11.2,11.5,20.1,27,72.6,5,75.1,69.37,23784,48.79,2.593508241,12.87512614,4.628279516,70.8367865,75.8625967,0.446014127
"DuPage County, Illinois",DuPage,Illinois,IL,922921,2.9,5.9,6.8,6,7.1,10.8,88.8,6,87.6,73.7,947434,29,5.207817114,15.21379537,8.506340283,104.7443703,99.84781737,0.945676427
"Edgar County, Illinois",Edgar,Illinois,IL,17161,4.2,5.5,12.3,15.3,17.9,26.3,73.4,4,63.7,74.99,17369,48.79,4.196672232,13.2924751,5.162473372,77.46712764,88.5875986,0.256836893
"Edwards County, Illinois",Edwards,Illinois,IL,6395,4.1,5.6,10.3,11.5,15.8,22.8,76.2,3,75.4,70.31,5146,54.95,3,10.66303925,4.336960746,12.3564555,61.81500194,0.336960746
"Effingham County, Illinois",Effingham,Illinois,IL,34008,3.3,5.4,11.6,11,14,19.8,79.2,4,91.2,90.82,30781,60.95,4.500276144,16.17894155,5.096845457,36.00165849,82.07787271,0.379617296
"Fayette County, Illinois",Fayette,Illinois,IL,21336,4.4,8.1,17.9,17.6,25.7,31.4,68.1,7,87.6,64.34,19380,55,3.787254902,13.86563467,4.944066047,57.25156037,62.87156863,0.23250774
"Ford County, Illinois",Ford,Illinois,IL,12961,4.3,6.3,15.8,15.2,16.2,21,78.2,8,88.1,67.62,12226,48.79,3.476689023,16.1232619,6.017421888,62.47481842,91.04474072,0.187305742
"Franklin County, Illinois",Franklin,Illinois,IL,38469,5.4,6.5,19.6,21,20.8,30.6,68.6,5,76.4,69.71,37317,55,3.444971461,12.41069754,5.71088244,35.69481094,97.77897473,0.359782405
